Image_RID,XZP_pred,XZP_prob_airplane,XZP_prob_automobile,XZP_prob_bird,XZP_prob_cat,XZP_prob_deer,XZP_prob_dog,XZP_prob_frog,XZP_prob_horse,XZP_prob_ship,XZP_prob_truck,Z1R_pred,Z1R_prob_airplane,Z1R_prob_automobile,Z1R_prob_bird,Z1R_prob_cat,Z1R_prob_deer,Z1R_prob_dog,Z1R_prob_frog,Z1R_prob_horse,Z1R_prob_ship,Z1R_prob_truck,103T_pred,103T_prob_airplane,103T_prob_automobile,103T_prob_bird,103T_prob_cat,103T_prob_deer,103T_prob_dog,103T_prob_frog,103T_prob_horse,103T_prob_ship,103T_prob_truck,True_Class
6SR,dog,0.037774157,0.07540609,0.09397756,0.121678606,0.10384432,0.18936153,0.1540054,0.11049988,0.03323564,0.08021686,cat,0.0039478433,0.0030600715,0.0084415935,0.6020782,0.08051084,0.11627904,0.083737694,0.06609632,0.0024267533,0.03342167,cat,1.0650484e-05,3.2248302e-06,7.235971e-05,0.5553681,4.92187e-05,0.084224,0.012436406,0.3473178,6.997199e-06,0.00051111646,dog
6SY,truck,0.18693805,0.08081362,0.04193176,0.04361901,0.10294935,0.09040401,0.042592034,0.0610305,0.13856824,0.21115348,bird,0.13551106,0.0379828,0.33536825,0.07210863,0.15735073,0.1311968,0.027836746,0.06700052,0.005534244,0.030110274,bird,0.0004651395,0.0005672634,0.78490436,0.0010752835,0.016125677,0.19636743,6.780832e-05,2.4008907e-06,5.53149e-10,0.00042463545,cat
6T2,frog,0.018579703,0.10475577,0.12784587,0.07621578,0.1572751,0.08866043,0.1688547,0.11301682,0.035914198,0.108881615,deer,0.008619467,0.024574617,0.16571005,0.056784425,0.3258938,0.106295794,0.07076299,0.22888544,0.0051344098,0.0073389853,bird,0.00022431741,0.01881598,0.5937939,0.00018585857,0.2918251,0.030522343,0.00042762986,0.06394694,7.051483e-07,0.00025724323,horse
6T4,frog,0.010880703,0.086139254,0.16395085,0.10304339,0.11491845,0.12620665,0.22982709,0.0847813,0.02232552,0.057926755,frog,0.0005068691,0.0020160351,0.2588645,0.101818874,0.17228495,0.061500635,0.38504112,0.0155042345,0.0010676386,0.0013951955,bird,1.1749163e-07,1.2097934e-06,0.96497035,0.004047727,0.0015849042,0.0006450542,0.028674532,7.608461e-05,7.5249734e-10,3.560962e-08,frog
6T6,frog,0.0065949047,0.08601192,0.12577298,0.058843836,0.15940136,0.068008505,0.2159189,0.10916456,0.02049627,0.14978677,cat,0.0005251934,0.023794925,0.03802927,0.3036327,0.16614513,0.042400155,0.14289378,0.2541307,0.0005526644,0.027895428,horse,2.1539556e-08,0.0037380813,8.136973e-06,0.0028546592,4.7181475e-06,0.007027318,0.00058631727,0.9709401,1.1942235e-09,0.014840691,frog
6TA,frog,0.02239259,0.082532525,0.12444572,0.092414826,0.13847257,0.104406565,0.18875654,0.1171448,0.03421478,0.09521908,frog,0.0027926124,0.005666026,0.11248729,0.12480868,0.24661218,0.10755323,0.2793513,0.10502572,0.0010904175,0.014612539,frog,2.995574e-06,1.6952707e-05,0.46648192,0.005416962,0.003873156,0.0042027556,0.5095267,0.010390999,1.4999634e-08,8.759921e-05,deer
6TC,truck,0.048960067,0.11123315,0.07247307,0.093954906,0.13491713,0.095143065,0.103411116,0.08707706,0.080247484,0.1725829,cat,0.00090232276,0.05839899,0.019290425,0.4898703,0.16589423,0.05297237,0.052191325,0.0908855,0.0070436047,0.062550895,horse,2.589201e-06,0.0031557882,4.292952e-05,0.092426926,0.0010217078,0.004628631,0.00021560694,0.7868646,0.0002498195,0.11139155,ship
6TE,truck,0.08804444,0.068647966,0.056227323,0.06276983,0.13517193,0.09914631,0.09051699,0.13616909,0.07844093,0.1848652,horse,0.0024996772,0.0018025176,0.031678714,0.12692222,0.1974678,0.13786456,0.061689124,0.43067777,0.002202321,0.0071952925,dog,1.0662703e-05,2.3021119e-05,0.004773154,0.014314944,0.005183461,0.6235795,0.09396407,0.25787574,1.541963e-06,0.00027396157,horse
6TG,horse,0.07379709,0.08410959,0.09602812,0.093239196,0.11900489,0.11893468,0.11328043,0.124059156,0.075798765,0.10174808,horse,0.00787779,0.0032937622,0.13881852,0.13541523,0.1816577,0.10282466,0.10068866,0.31915474,0.0063078534,0.003961045,horse,8.3910985e-05,2.4843753e-06,0.01993432,0.00776931,0.03793449,0.008661227,0.021316001,0.90424067,5.5640416e-05,1.9532004e-06,deer
6TP,truck,0.05789971,0.09668865,0.048004918,0.062111,0.15478696,0.09129997,0.076524295,0.098107696,0.06967382,0.24490301,deer,0.0005593843,0.12455903,0.0031009894,0.052938204,0.40091956,0.018753419,0.030352995,0.14907213,0.00065975223,0.2190846,truck,2.961005e-08,0.12339753,3.7985594e-06,0.00036585194,0.024526164,0.0026430837,0.00011746881,0.011642751,1.5176791e-08,0.8373034,truck
6TR,airplane,0.25728846,0.13412623,0.04739741,0.0491638,0.0671699,0.095511094,0.030233542,0.04227219,0.1325306,0.14430672,automobile,0.32146794,0.52652615,0.0256466,0.0019792258,0.020711796,0.0006726486,0.00014541818,0.0008238202,0.03970935,0.0623171,automobile,0.0012523275,0.99675864,0.0019517557,3.3908357e-08,2.0016857e-07,2.1118063e-10,3.0808142e-08,2.8003316e-10,4.927456e-07,3.6613907e-05,automobile
6TT,airplane,0.17682166,0.062977895,0.060846943,0.08438923,0.09588625,0.14399602,0.07383684,0.111096576,0.09612311,0.09402544,cat,0.01334534,0.00072864076,0.08036978,0.45650804,0.088523574,0.15857658,0.006244368,0.1929351,0.00048675566,0.0022818719,cat,2.521657e-05,4.8405303e-07,0.0004548429,0.99693537,0.00025043145,0.0017632215,4.2247993e-06,0.0005660336,1.09550395e-08,2.0110825e-07,cat
6TW,airplane,0.7667002,0.011556723,0.0064670346,0.008790471,0.01238279,0.04676528,0.006256177,0.009300969,0.1099668,0.02181361,airplane,0.6622623,5.9580674e-05,0.12475816,0.00015597271,0.046153337,0.001042336,0.03810462,0.0005657495,0.12676439,0.0001334888,airplane,0.9933745,1.5406766e-08,0.0009861192,7.150279e-11,9.314688e-06,1.579113e-05,0.0025587121,2.7838818e-13,0.0030554303,5.909698e-13,bird
6TY,airplane,0.27500424,0.062842354,0.038245063,0.07609004,0.09030883,0.15571684,0.049824316,0.06755757,0.09582578,0.088584974,cat,0.004987337,0.0011221011,0.026839457,0.62635815,0.2252929,0.061966155,0.030081566,0.020860026,7.286219e-05,0.002419496,cat,1.6785038e-06,1.3360437e-07,0.0008404811,0.87376374,0.000109372006,0.124614134,0.00029502294,0.0003753265,4.5747538e-12,1.2595154e-07,dog
6V0,horse,0.082904756,0.08665512,0.111566804,0.08163832,0.12380113,0.11419945,0.09508345,0.14414638,0.06727088,0.0927337,horse,0.016053258,0.0036734315,0.14634188,0.06678549,0.07573226,0.2729329,0.005441783,0.4070056,0.00471056,0.0013227853,bird,5.6034096e-05,2.4433593e-06,0.96690726,0.0025968545,0.00043137503,0.021806927,6.4874075e-06,0.008185424,7.1766262e-06,5.401856e-09,cat
6V2,frog,0.012930703,0.104726665,0.14933228,0.10054502,0.12104851,0.10440978,0.19417794,0.08019494,0.038290743,0.094343446,cat,0.0012933271,0.005441456,0.12406561,0.45036334,0.14193168,0.08092154,0.15966326,0.021710234,0.010259645,0.004349932,cat,2.1210174e-06,4.815426e-05,0.012241943,0.73926693,0.00024911147,0.0011639999,0.24696237,6.212808e-05,3.6005318e-07,2.9123357e-06,frog
6V8,truck,0.09167487,0.13647826,0.06560083,0.0650374,0.09731716,0.07343556,0.05936309,0.047987916,0.14214231,0.22096257,ship,0.03581412,0.048869606,0.018643597,0.0020693499,0.06397367,0.00045757781,0.0066918153,0.0002821461,0.5223623,0.30083576,truck,0.0005461021,0.003380733,7.5759345e-07,2.7115266e-09,0.001516222,2.910582e-08,2.885277e-05,5.795216e-10,0.17076616,0.82376117,ship
6VC,airplane,0.53659564,0.028528754,0.01958246,0.04207393,0.04121399,0.12538253,0.0228239,0.0336378,0.10505777,0.04510323,cat,0.015620969,0.00028524283,0.076246694,0.5995889,0.15866303,0.1085256,0.025029749,0.011913552,0.00046002658,0.0036662668,dog,1.359465e-05,5.981181e-08,0.016865768,0.33199945,0.0070004463,0.64404845,7.0554786e-05,6.283821e-08,1.2604563e-08,1.5245081e-06,bird
6VE,dog,0.15287265,0.061872855,0.056102987,0.10594573,0.10425378,0.16704465,0.08167624,0.11826201,0.05700838,0.09496078,cat,0.0014707451,0.0019378616,0.0072521693,0.88653904,0.044644997,0.03429782,0.00492431,0.010472904,4.0120467e-05,0.008420023,cat,2.522582e-06,1.5169978e-06,1.0401578e-05,0.964994,8.199769e-05,0.03488194,7.0019614e-06,9.934366e-06,1.01583526e-10,1.0678468e-05,dog
6VM,truck,0.094777174,0.12560117,0.04930615,0.061432436,0.09103412,0.06952028,0.051016822,0.060349148,0.1084483,0.28851438,automobile,0.0019820505,0.86068237,0.0003221705,0.0023744795,0.0014913864,0.00026562304,0.0003050243,0.00065552205,0.0076410193,0.12428023,automobile,1.8817272e-07,0.99981123,1.7885596e-09,2.9197544e-10,5.977966e-11,1.1040891e-10,7.7961615e-10,1.0823531e-12,7.7622326e-07,0.00018785152,automobile
6VR,dog,0.18004511,0.076112464,0.06435481,0.11229564,0.05726587,0.2984129,0.064256676,0.06714178,0.046088412,0.034026414,dog,0.0018226395,0.030990256,0.012087067,0.34350488,0.028153393,0.49705768,0.005094032,0.07945625,0.00064428005,0.0011894904,dog,4.8670776e-11,0.00028191291,3.4585337e-05,0.019441875,8.218585e-08,0.9801615,6.384159e-07,7.946503e-05,5.5630145e-10,8.1220024e-11,cat
6VT,truck,0.06312313,0.13873523,0.078514874,0.06682353,0.11172251,0.08087114,0.076484956,0.0636928,0.10664954,0.21338227,automobile,0.014051865,0.4461238,0.05570293,0.043323357,0.058122646,0.007298648,0.013036949,0.0042319032,0.032434333,0.32567352,truck,0.00013467578,0.46516445,0.00015926464,6.0804585e-05,0.0008221519,5.4107054e-06,0.00012259762,5.836151e-08,4.501254e-05,0.5334856,automobile
6W2,dog,0.04100205,0.093572244,0.13675724,0.14572643,0.06613282,0.24441841,0.11457326,0.08559061,0.03287637,0.039350547,cat,0.058720086,0.059141,0.22449905,0.34301102,0.023350008,0.07320842,0.004309755,0.11934565,0.092176385,0.002238694,bird,0.00013457602,0.044507846,0.88286084,0.0627763,2.8364157e-05,0.0066900006,2.7580336e-06,0.002234279,0.00076506176,1.5441227e-08,ship
6W4,airplane,0.6631924,0.018541386,0.01363343,0.018533407,0.022352245,0.0785266,0.013662718,0.020930663,0.12144708,0.029179998,bird,0.26404092,0.00021170295,0.45563164,0.014486403,0.07758109,0.062298544,0.070080504,0.03963016,0.015583339,0.00045565658,bird,0.0027110898,2.2452768e-06,0.9883116,1.494906e-05,0.00023641596,0.0036860309,0.005035749,1.07184924e-07,1.724379e-06,5.8830196e-10,bird
6W6,truck,0.058098562,0.12760606,0.065147735,0.05470708,0.11547845,0.06312121,0.06425165,0.064811975,0.109589025,0.27718833,truck,0.08530871,0.25931272,0.024384806,0.009586494,0.0650996,0.0032495412,0.0028715811,0.015588354,0.25545081,0.2791474,automobile,0.0046362476,0.53827316,0.0035207635,1.8713482e-07,0.0010721422,0.0001538988,0.00053656154,0.00044292322,0.031787165,0.41957694,truck
6W8,frog,0.012807366,0.08117394,0.17078298,0.10598169,0.09795459,0.15982346,0.20751664,0.09064597,0.022387039,0.050926246,cat,0.0026322221,0.0024594183,0.16885556,0.26445186,0.10382803,0.16203041,0.11752152,0.17117627,0.004151668,0.0028929715,bird,8.2154173e-07,7.992002e-08,0.92704934,0.00862076,0.00018232594,0.016456649,0.0033842272,0.0443058,2.1974496e-09,8.636401e-09,dog
6WA,airplane,0.3624095,0.065937735,0.04508572,0.052193448,0.055064343,0.1036726,0.03860288,0.047837242,0.15791953,0.07127703,ship,0.26293993,0.0036080368,0.019062046,0.0009681105,0.03902175,0.0009805775,0.0046436833,0.00095946796,0.6655526,0.0022637765,ship,0.0010162791,5.832001e-07,1.72724e-06,6.8699615e-09,4.383696e-05,1.903203e-08,3.7837134e-07,2.3238661e-11,0.9989372,1.2220424e-09,airplane
6WM,truck,0.04938255,0.08727345,0.07186551,0.060126174,0.13409516,0.06948729,0.09474208,0.102687255,0.08667743,0.24366318,horse,0.007062602,0.030854959,0.042973567,0.0695366,0.14728257,0.068010375,0.041195255,0.33671674,0.03027787,0.22608936,horse,1.5690708e-05,8.03295e-05,0.006753432,0.0030092653,0.0069270884,0.076372124,0.0002841349,0.8651465,4.1250078e-05,0.041370094,horse
6WR,dog,0.061378382,0.09206329,0.082825,0.10294832,0.12316965,0.17115638,0.12926322,0.10351064,0.039882217,0.093802914,deer,0.013001936,0.060885154,0.032379348,0.0947272,0.3811375,0.10512127,0.24947941,0.014035549,0.00064196106,0.04859072,automobile,0.0017924666,0.5371068,8.373198e-06,0.006163732,0.0061897687,0.35643533,0.003142243,3.508144e-05,2.573003e-06,0.08912353,ship
6WT,deer,0.061769165,0.092788815,0.0921241,0.09617034,0.13293895,0.10970268,0.12117103,0.12110358,0.07259303,0.09963838,deer,0.012574609,0.005084865,0.15053806,0.18031968,0.28717914,0.120255776,0.08720132,0.14611094,0.0034867849,0.0072489036,bird,3.9374852e-05,1.6305356e-05,0.9007899,0.022358298,0.0008964732,0.03228627,0.013763112,0.029806148,3.1599698e-06,4.09187e-05,deer
6WY,frog,0.026315022,0.10452464,0.12054662,0.09918965,0.142093,0.117744,0.1638669,0.09657,0.03785692,0.09129322,frog,0.0022971958,0.022089917,0.113395885,0.09093951,0.3163398,0.07780103,0.33000612,0.02923706,0.0023021095,0.015591354,frog,3.5833154e-06,4.0422634e-05,0.41669035,0.0075279726,0.041149676,0.0006058242,0.53387,0.00010022164,6.03434e-08,1.19824e-05,frog
6X0,dog,0.13050832,0.068684824,0.06772878,0.094081864,0.09923591,0.1885655,0.09942287,0.11012948,0.06787015,0.07377232,horse,0.0014746529,0.00015406293,0.04423478,0.26300532,0.053751007,0.18758617,0.060108025,0.3887873,0.0007491405,0.00014951259,horse,1.9774454e-07,5.280379e-07,0.00017513258,0.029996363,2.9892095e-07,0.12873082,0.0021439928,0.8389526,3.058505e-08,2.759633e-11,horse
6X2,airplane,0.26887447,0.05097924,0.035165146,0.048255824,0.07030708,0.087664016,0.04907727,0.07532751,0.15774573,0.15660372,ship,0.028175345,0.0025483088,0.005265784,0.0025243335,0.050913263,0.0017221668,0.022224568,0.0055287476,0.8281824,0.052915055,ship,0.00012573996,0.00012385704,1.0468935e-09,8.9687195e-11,2.2808044e-05,3.0706783e-08,4.5590274e-05,1.078169e-11,0.99958056,0.00010127588,ship
6X6,dog,0.18055159,0.09203725,0.061449714,0.10096026,0.08312555,0.18829705,0.061632752,0.07627327,0.07925552,0.07641699,cat,0.003120291,0.055064335,0.009720201,0.5396007,0.11013744,0.09248776,0.0019939137,0.16708127,0.0004438966,0.020350289,cat,2.4529369e-08,3.6243884e-05,6.946711e-06,0.6989591,0.0002453342,0.12418422,5.6388686e-08,0.17649649,2.8316775e-08,7.158367e-05,dog
6XC,dog,0.04251539,0.078346536,0.09745539,0.09521887,0.13404407,0.14357822,0.13599634,0.135023,0.0406824,0.09713973,deer,0.0019529525,0.0052762367,0.022477848,0.2038371,0.43390423,0.090382405,0.06619757,0.15448587,0.0005166988,0.02096919,dog,4.273102e-06,7.201967e-05,0.00012232,0.03593039,0.078922875,0.6814935,0.0035922818,0.19388095,1.05780764e-07,0.0059812414,cat
6XE,truck,0.05040606,0.10643234,0.057872422,0.063275255,0.12144239,0.06853604,0.07117373,0.06139283,0.116911896,0.28255698,ship,0.0071850843,0.04241566,0.014273621,0.03467441,0.1048174,0.02253703,0.017580017,0.025746856,0.4481775,0.28259245,truck,2.9851726e-05,0.005863765,2.2474718e-05,0.00015110018,0.011680957,0.0056970767,1.1882307e-05,7.298586e-05,0.018024415,0.95844555,airplane
6XG,dog,0.04225803,0.12957487,0.096167415,0.101130426,0.122615375,0.1323343,0.12298175,0.089613676,0.057649355,0.10567483,cat,0.006699822,0.055687968,0.06379727,0.38463753,0.1755217,0.13384575,0.080943026,0.07076743,0.0069019804,0.021197494,cat,0.0001123764,0.008486966,0.0038335868,0.6681573,0.00081096723,0.011595711,0.005592646,0.30115187,6.0819177e-05,0.00019772013,horse
6XJ,frog,0.016905209,0.09031502,0.15055047,0.07962578,0.12461629,0.08456021,0.19163255,0.10830443,0.039174598,0.11431543,bird,0.022636682,0.006065897,0.30345038,0.12336855,0.1372221,0.045467474,0.2408252,0.07067416,0.032089297,0.018200276,frog,0.030886725,7.275188e-05,0.3802748,0.07022345,0.064151205,0.0018611262,0.43459913,0.016753374,9.1867936e-05,0.0010855811,deer
6XT,truck,0.012494697,0.124012284,0.105160326,0.060975406,0.1522653,0.06600243,0.15171525,0.075421035,0.042551287,0.20940202,truck,0.000996343,0.13387598,0.02444207,0.1390103,0.17923333,0.018410936,0.19351427,0.008362143,0.004417977,0.29773661,truck,4.0519691e-07,0.0069515565,1.2602013e-05,0.0005816266,0.0003493096,1.1382136e-05,0.02369268,2.4427518e-07,4.7274717e-08,0.9684002,cat
6XY,airplane,0.28361478,0.106130645,0.029800775,0.043085437,0.057441942,0.090119116,0.022889782,0.031204358,0.14688313,0.1888301,truck,0.014537226,0.24927545,0.002510516,0.005085558,0.017365118,0.00011216052,0.00010485373,0.00018104889,0.021673108,0.689155,truck,9.003435e-09,3.7807993e-05,4.5065993e-11,1.0279746e-10,1.2963426e-10,1.7663317e-15,4.2942871e-10,1.1489834e-12,3.565626e-07,0.99996185,truck
6Y0,airplane,0.46010256,0.047140125,0.03036994,0.03833895,0.043030843,0.08888563,0.030113611,0.03512299,0.16076984,0.06612551,ship,0.33552465,0.0035360511,0.013097785,0.00076528685,0.012854944,0.0009655532,0.0071298843,0.00042271253,0.62294835,0.0027547819,ship,0.04429503,1.6031607e-05,3.3185472e-06,2.3112793e-08,8.7853783e-07,1.1328435e-09,3.5312868e-07,1.2568909e-13,0.9556843,1.5990683e-07,airplane
6Y2,frog,0.0126117375,0.08613435,0.1324796,0.07305976,0.13498877,0.0777774,0.20283468,0.11055155,0.03339363,0.13616852,frog,0.011264222,0.014874144,0.1232638,0.12877493,0.20547438,0.06360145,0.26306444,0.14027312,0.011127913,0.038281597,frog,0.009500516,0.0045782398,0.01222625,0.011858697,0.013256075,0.0005619319,0.62736994,0.016833406,5.12792e-05,0.30376366,deer
6Y4,frog,0.0071449894,0.08972679,0.14472273,0.061383557,0.15430702,0.07120695,0.23642275,0.08884836,0.025914304,0.12032251,frog,0.0011034918,0.0035752626,0.27686703,0.05826412,0.13015608,0.06752353,0.40185186,0.056891337,0.002027702,0.001739622,bird,6.5434136e-07,3.1269471e-06,0.9417496,0.00015299447,0.013593654,8.583534e-06,0.043564066,0.0009258837,5.455135e-10,1.4382317e-06,frog
6Y6,airplane,0.76613086,0.014414706,0.0076568527,0.0109126065,0.008694996,0.05136373,0.0059555555,0.007461553,0.09785888,0.029550197,ship,0.15851824,0.0003905473,0.005579259,6.331592e-05,0.0021234956,3.1975327e-05,0.0029882095,8.115203e-06,0.8201758,0.010121161,ship,0.008864487,1.5167044e-10,3.0488152e-07,5.7699136e-13,3.8553685e-09,5.586179e-12,2.4411289e-08,4.4468353e-18,0.9911351,9.283953e-12,ship
6Y8,dog,0.051385194,0.06479328,0.101704635,0.13093859,0.071848534,0.21124694,0.15718247,0.12234315,0.03911608,0.04944116,cat,0.0011309817,0.0019415952,0.009001039,0.4548367,0.02155874,0.062372364,0.044399753,0.39708856,0.0044223806,0.0032478706,cat,2.3670313e-07,0.00019895188,4.8198067e-06,0.75193554,9.538686e-06,0.15198897,0.0001159987,0.095742576,3.2439818e-06,1.5043743e-07,cat
6YA,airplane,0.25155807,0.09307563,0.02974163,0.04533172,0.06318473,0.081041485,0.030037494,0.027514223,0.20745942,0.17105563,ship,0.050219435,0.13609247,0.011919403,0.0025449013,0.04237418,0.0010614799,0.015745215,0.00014088492,0.59889746,0.1410046,ship,0.24764031,0.16725728,0.00010673154,1.2339157e-08,8.659233e-05,8.498642e-07,6.098711e-05,7.505852e-12,0.5336901,0.051157176,truck
6YC,truck,0.05212383,0.0998188,0.10657924,0.07303511,0.116113104,0.07349788,0.11540918,0.10141909,0.09508794,0.1669158,ship,0.066736616,0.022857184,0.14342268,0.028592829,0.09695948,0.015037643,0.08479671,0.01993282,0.42618218,0.095481776,ship,0.13483769,0.0011054882,0.033291925,0.0033735507,0.016682686,0.00016947399,0.025066292,2.4416046e-05,0.77399886,0.011449641,ship
6YG,frog,0.030760271,0.05507543,0.14168806,0.10032179,0.12029649,0.16076218,0.18731387,0.13660078,0.02222148,0.044959657,deer,0.004084505,0.00093913294,0.112800784,0.11789017,0.3707214,0.065597035,0.18856232,0.13585941,0.0019838195,0.001561457,deer,6.193992e-05,5.0747246e-07,0.16062094,0.0035839274,0.7985575,0.0011440727,0.0076809013,0.028349599,5.792133e-08,4.4092027e-07,bird
6YM,frog,0.0029026438,0.098633185,0.16915709,0.061287478,0.135829,0.081258826,0.2866653,0.06975071,0.011592834,0.08292297,frog,0.0054244557,0.110094465,0.133176,0.19815943,0.17475368,0.0627109,0.28016812,0.017452557,0.0034146372,0.01464574,automobile,2.5383271e-05,0.9501355,0.00041904993,0.00012135635,0.004008948,0.00037170155,0.02270076,7.05771e-05,1.8149342e-07,0.022146335,automobile
6YP,airplane,0.22873908,0.08302977,0.069681,0.0951046,0.0751433,0.179448,0.062270112,0.0848595,0.06593207,0.05579255,cat,0.07080002,0.10638273,0.10957584,0.29637665,0.14921553,0.15433754,0.010723476,0.08304106,0.009447811,0.010099349,cat,0.34840134,0.12849163,0.0034995978,0.5149384,0.00041028028,0.00045780046,2.602701e-05,0.0034682797,0.0002950441,1.16257315e-05,airplane
6YT,frog,0.0057894215,0.10592663,0.14325213,0.09146932,0.12975581,0.1213112,0.23704082,0.07583409,0.010606614,0.079013996,automobile,0.008238507,0.785087,0.003752063,0.017488854,0.06304001,0.0017047123,0.0130091,0.00093072496,0.0047525833,0.101996444,truck,0.007478189,0.29491132,3.4095198e-09,1.0354616e-08,0.0005879371,2.4047424e-09,0.0025055988,6.907835e-10,0.0001478316,0.69436914,automobile
6Z2,frog,0.01971884,0.10207316,0.13866222,0.07230896,0.13851057,0.08392611,0.1701674,0.10750372,0.04244469,0.124684334,bird,0.0268437,0.028021934,0.26807055,0.073710635,0.18218426,0.09359361,0.20175384,0.09407636,0.014518215,0.017226882,frog,0.024504146,0.014702635,0.24158114,0.0057113217,0.14454266,0.018426634,0.4348201,0.07678444,0.0007841999,0.038142726,bird
6Z4,airplane,0.15319048,0.07535938,0.06176438,0.081591345,0.09641057,0.15051614,0.07156899,0.09618898,0.12936607,0.08404358,dog,0.0029501985,0.0003728938,0.05835029,0.084799446,0.10495748,0.41234863,0.009528545,0.32362205,0.0026799135,0.00039055367,dog,6.4604716e-10,5.3702633e-09,2.7476838e-06,6.0387567e-05,0.0049338136,0.9946168,2.3160599e-06,0.00038385444,1.1150294e-08,1.4897396e-08,dog
6Z6,airplane,0.37339562,0.062790185,0.026965858,0.042066842,0.05085567,0.090852745,0.027887093,0.033217415,0.1870443,0.10492432,ship,0.05669101,0.31450087,0.012332256,0.011933805,0.055610295,0.005149164,0.0067459545,0.0032906346,0.49263045,0.04111554,automobile,0.0010169883,0.8646471,1.0809345e-06,5.6026796e-08,5.1860443e-05,9.994211e-08,7.368075e-06,3.188253e-11,0.13261841,0.00165706,truck
6Z8,truck,0.023102889,0.11700409,0.11465082,0.054761067,0.14561732,0.057389237,0.1272984,0.07892484,0.07622374,0.20502765,ship,0.033686757,0.04855105,0.12470219,0.07345871,0.22111104,0.028784731,0.08303161,0.0516299,0.30212593,0.032918017,automobile,0.004246291,0.66485053,0.0032771842,0.0018149508,0.023442453,0.00016539519,0.001002845,0.0035044,0.08641661,0.21127935,cat
6ZA,airplane,0.1644879,0.09172803,0.06350521,0.06635023,0.087393306,0.120278336,0.063832216,0.084871896,0.13761434,0.11993856,horse,0.11700274,0.027844593,0.04164011,0.043984413,0.0690779,0.18631756,0.0147570595,0.35164073,0.13566229,0.012072613,automobile,0.024519045,0.5730182,5.38389e-05,2.3379673e-05,0.00394453,0.01854377,0.00076089165,0.00046488427,0.37075406,0.007917438,ship
6ZC,airplane,0.3815595,0.038546313,0.027800437,0.06000335,0.06752079,0.13798885,0.04478019,0.061707277,0.1163411,0.06375222,frog,0.0111214,8.9376175e-05,0.123661675,0.23874286,0.19539393,0.064271174,0.35477963,0.010722578,0.00023156012,0.0009859059,frog,2.965081e-05,1.3171791e-07,0.0032186895,0.011249704,0.0011643637,0.0058101546,0.97852683,3.042509e-08,9.08561e-12,4.610535e-07,dog
6ZG,dog,0.07006993,0.07701487,0.114143,0.123217456,0.106750004,0.15198556,0.13209541,0.11573355,0.054231774,0.054758474,bird,0.008942931,0.0042554303,0.25523832,0.1686208,0.17876647,0.06966567,0.18228024,0.119099945,0.008290635,0.0048395307,bird,0.00010663353,9.786914e-05,0.90670717,0.028888648,0.008764313,0.001968696,0.035933975,0.017497474,3.260959e-05,2.6590576e-06,bird
6ZJ,frog,0.0029984093,0.075049646,0.19329062,0.06872487,0.11599236,0.085407026,0.3114768,0.075116105,0.01059063,0.06135352,deer,0.0022144674,0.0077022086,0.28527156,0.10617478,0.31081522,0.029474914,0.2369253,0.01058017,0.004918681,0.0059227017,deer,0.00013297964,0.0064585437,0.4337666,0.0012379955,0.47419515,0.01718835,0.06640423,0.00017276798,1.7409145e-07,0.00044319106,frog
6ZM,truck,0.041506667,0.114076965,0.09050702,0.06944116,0.14902188,0.08861257,0.10067997,0.10069346,0.07490284,0.17055744,cat,0.009509156,0.010805256,0.15011092,0.45581877,0.1148706,0.11725032,0.015423791,0.11512672,0.0071037207,0.003980745,cat,2.8900517e-06,5.062572e-06,0.1420246,0.8437308,2.0715275e-05,0.007076021,7.342892e-07,0.00713911,1.5873539e-08,2.3945947e-09,dog
6ZP,truck,0.034170732,0.13546397,0.09113838,0.09246189,0.13585778,0.13070941,0.110007025,0.079275824,0.052747723,0.13816735,automobile,0.0061599514,0.34125486,0.015593976,0.12472382,0.1557391,0.03822253,0.035910126,0.047560494,0.005205639,0.22962955,automobile,4.0186865e-06,0.5120504,1.6839425e-07,8.050724e-06,3.233541e-05,6.941989e-05,0.00085960515,2.8258182e-05,0.000106370506,0.4868414,automobile
6ZR,dog,0.024288893,0.06991808,0.14175557,0.11043377,0.09953446,0.1937101,0.17926626,0.11599838,0.020468714,0.0446258,cat,0.009111654,0.019689001,0.0777557,0.4972775,0.1946274,0.11084198,0.027004786,0.044758122,0.007489874,0.011443909,cat,0.00018196675,0.0033868158,0.023312112,0.96308035,0.00028885118,0.0057915873,5.4764554e-05,0.0029997542,0.0008432104,6.065781e-05,automobile
6ZT,automobile,0.029386602,0.1981225,0.10472784,0.090123124,0.11041453,0.15284058,0.109633446,0.06487348,0.046413843,0.093464114,automobile,0.101773575,0.7129622,0.025556896,0.034777094,0.027374333,0.030683905,0.016075289,0.009377813,0.026668899,0.014750049,automobile,0.0036837053,0.9955077,4.2423635e-06,9.021937e-06,1.1077822e-05,8.563164e-07,3.081684e-05,9.140938e-09,1.0613847e-05,0.0007420069,truck
6ZW,truck,0.043074086,0.06148063,0.06170208,0.06697568,0.14152092,0.097011186,0.119581126,0.16381374,0.035327375,0.2095131,cat,0.0002095952,0.004527297,0.002334882,0.28052047,0.14271048,0.027185138,0.061196517,0.27125517,6.1329934e-05,0.20999911,truck,6.308133e-08,7.125186e-07,1.0721535e-05,0.26801553,0.0026550042,0.0026416725,0.0014247833,0.032504983,8.573407e-12,0.6927466,cat
