Image_RID,True_Class,W76_pred,W76_conf,W76_prob_airplane,W76_prob_automobile,W76_prob_bird,W76_prob_cat,W76_prob_deer,W76_prob_dog,W76_prob_frog,W76_prob_horse,W76_prob_ship,W76_prob_truck,XCE_pred,XCE_conf,XCE_prob_airplane,XCE_prob_automobile,XCE_prob_bird,XCE_prob_cat,XCE_prob_deer,XCE_prob_dog,XCE_prob_frog,XCE_prob_horse,XCE_prob_ship,XCE_prob_truck,YHP_pred,YHP_conf,YHP_prob_airplane,YHP_prob_automobile,YHP_prob_bird,YHP_prob_cat,YHP_prob_deer,YHP_prob_dog,YHP_prob_frog,YHP_prob_horse,YHP_prob_ship,YHP_prob_truck
AZ8,cat,frog,0.2222449481487274,0.014649964,0.034273077,0.10197572,0.18162248,0.052071426,0.13628057,0.22224495,0.18660088,0.03216335,0.03811756,cat,0.5104151368141174,0.0027104374,0.013178152,0.07301864,0.51041514,0.040961273,0.090907305,0.18773256,0.062133424,0.007287954,0.011655196,cat,0.5667675733566284,1.9602264e-07,0.0005626018,0.012818234,0.5667676,0.046513215,0.09180455,0.031524304,0.25000674,2.3589143e-07,2.4065769e-06
AZA,dog,frog,0.1913566887378692,0.013063811,0.050908916,0.076113686,0.12104322,0.11650541,0.092358045,0.19135669,0.18655485,0.040623635,0.11147174,horse,0.3606944680213928,0.018970419,0.054427087,0.02643151,0.1044932,0.20944959,0.13974893,0.04529255,0.36069447,0.00048138015,0.04001083,deer,0.6165850758552551,2.3743382e-08,0.3516759,0.0086329095,1.28097145e-05,0.6165851,0.00013077301,0.020619329,0.0023425315,6.2921375e-13,6.624416e-07
AZE,horse,frog,0.3285814225673675,0.0054623364,0.037034165,0.08623827,0.1973111,0.06558384,0.11421842,0.32858142,0.067219734,0.05071456,0.047636222,frog,0.4679000675678253,0.013585952,0.003855911,0.03246317,0.40120143,0.021231635,0.024747608,0.46790007,0.003557015,0.02155169,0.009905531,frog,0.8544921278953552,2.1805186e-05,1.5611779e-06,3.040511e-06,0.13753293,0.007828364,9.894836e-05,0.8544921,2.1108974e-05,7.90603e-09,7.354953e-08
AZJ,ship,truck,0.1817875653505325,0.10534394,0.11709358,0.07967186,0.075277425,0.08102898,0.061372224,0.06842571,0.057966493,0.17203225,0.18178757,ship,0.6397541165351868,0.060285125,0.060221657,0.01670615,0.029891195,0.03783095,0.028931139,0.022293938,0.0033647113,0.6397541,0.10072108,ship,0.9996055960655212,6.784303e-05,6.3699595e-08,1.5934464e-05,1.32811e-05,0.00018286497,8.547421e-05,8.4358686e-07,1.7062655e-09,0.9996056,2.8039614e-05
AZP,automobile,frog,0.3080952763557434,0.0034892561,0.04624437,0.0850347,0.17326452,0.07293933,0.10830344,0.30809528,0.08659934,0.0411222,0.07490752,automobile,0.7164252996444702,0.027876325,0.7164253,0.00466081,0.031249955,0.017665,0.011600031,0.02410682,0.004382436,0.008035199,0.15399814,automobile,0.9785524010658264,3.858388e-05,0.9785524,2.918933e-08,1.2007403e-06,1.3287961e-05,7.756644e-07,0.00014829088,1.3875493e-06,5.7640808e-08,0.021243999
AZR,bird,airplane,0.4226280748844147,0.42262807,0.05338124,0.064804405,0.041765112,0.03484271,0.057689495,0.034804765,0.07519726,0.10639645,0.10849046,airplane,0.5007964968681335,0.5007965,0.00065046415,0.11061735,0.0040929457,0.016444806,0.0062925587,0.14010102,0.0003756292,0.2128323,0.0077964016,airplane,0.9868853092193604,0.9868853,4.9393103e-09,0.004109793,2.2341155e-08,0.0005716814,7.796658e-07,0.00833797,1.4240039e-12,9.306841e-05,1.3762452e-06
AZT,cat,frog,0.2013274133205413,0.016432649,0.060856897,0.08835905,0.11776015,0.13887544,0.09585206,0.20132741,0.09751579,0.07287219,0.110148355,frog,0.5675716400146484,0.0068295947,0.0036098573,0.10640654,0.10757839,0.1361643,0.03175887,0.56757164,0.01792325,0.01384369,0.008313765,frog,0.9816858768463136,2.5656116e-06,1.2142528e-06,0.005438395,0.00036422067,0.012259844,0.00023837807,0.9816859,5.857252e-07,8.845956e-06,5.57417e-08
AZY,automobile,dog,0.172835499048233,0.03892846,0.0607575,0.10743437,0.14746557,0.06415522,0.1728355,0.14880855,0.14188191,0.051129032,0.0666039,dog,0.3042004406452179,0.116302796,0.06592856,0.09638148,0.04942976,0.049857534,0.30420044,0.0323038,0.06486412,0.04798061,0.17275079,automobile,0.4800213277339935,0.005707395,0.48002133,0.054100145,0.014897595,0.00089819764,0.23084494,0.018725663,0.007358972,0.0024486152,0.18499722
B02,dog,frog,0.2951295971870422,0.0053199576,0.031483084,0.10791848,0.1769792,0.064872265,0.13989739,0.2951296,0.10373085,0.030937804,0.043731406,cat,0.3685641884803772,0.012772,0.00793913,0.18849602,0.3685642,0.058110528,0.040265143,0.28701034,0.024084292,0.0036541899,0.009104108,frog,0.7171306610107422,0.0007406315,0.0043952474,0.009230185,0.105063826,0.15760908,0.0037776146,0.71713066,0.002044018,2.8468532e-08,8.631494e-06
B04,dog,frog,0.2352758795022964,0.013125056,0.05175098,0.122885324,0.15701011,0.062024385,0.14570446,0.23527588,0.10062384,0.0529969,0.05860309,ship,0.408923864364624,0.0723285,0.16684686,0.039753977,0.023726799,0.074736156,0.1231313,0.0627229,0.004166385,0.40892386,0.023663277,frog,0.5383872389793396,0.0059614833,0.025219152,0.0025548649,0.0030460476,0.15274611,0.17382917,0.53838724,0.09393678,0.004315191,4.030559e-06
B0J,truck,truck,0.2482518851757049,0.21823488,0.102506354,0.04986146,0.05476011,0.05379403,0.0407084,0.03391101,0.064592205,0.13337961,0.24825189,truck,0.4949479699134826,0.095890634,0.15132642,0.0016902239,0.0066749062,0.01284749,0.0020864662,0.001736518,0.0006206599,0.23217869,0.49494797,truck,0.6452107429504395,0.009777145,0.24229555,0.00011321522,3.3702e-06,0.00088524324,9.338286e-08,2.0681887e-07,3.5426138e-11,0.10171438,0.64521074
B0T,truck,truck,0.4563501179218292,0.039074477,0.09112183,0.056968335,0.04098192,0.080369465,0.020778498,0.049396828,0.06547114,0.099487305,0.45635012,truck,0.792083203792572,0.0100365495,0.17631637,0.00343453,0.0060221627,0.0014417776,0.0014697955,0.0010657795,0.0001281176,0.0080016265,0.7920832,truck,0.9702736139297484,1.638769e-05,0.019563146,0.009854784,5.4908487e-06,2.893184e-06,5.421361e-07,0.00010327838,7.3720936e-09,0.00017978191,0.9702736
B0W,deer,horse,0.2271443009376526,0.117975324,0.059065904,0.10042819,0.0799589,0.07115656,0.07221734,0.07578959,0.2271443,0.06399784,0.13226599,horse,0.3109827041625976,0.086772345,0.0042434298,0.10588802,0.19421546,0.1212359,0.04030652,0.118349984,0.3109827,0.009943809,0.008061821,horse,0.8617624044418335,0.0001164281,5.139819e-07,0.00034358018,0.014485414,0.0046642087,0.026670935,0.09195591,0.8617624,1.41515315e-08,5.475673e-07
B0Y,deer,frog,0.1979881972074508,0.010118156,0.071535975,0.08589942,0.11968003,0.13967578,0.09056507,0.1979882,0.086005986,0.06639321,0.13213821,bird,0.291055291891098,0.05727162,0.06045093,0.2910553,0.116214715,0.12676351,0.14806603,0.12971476,0.035558254,0.009828642,0.025076194,bird,0.9131014347076416,5.2023075e-05,0.007752118,0.91310143,0.0018026253,0.05272243,0.003247239,0.021278264,4.1804666e-05,3.888983e-07,1.6770623e-06
B12,dog,frog,0.2211855053901672,0.01554713,0.06995426,0.08682063,0.15111727,0.06890849,0.06951428,0.2211855,0.086989276,0.11991617,0.11004697,cat,0.3636514246463775,0.013211378,0.10238735,0.06164374,0.36365142,0.011542889,0.038597636,0.1986327,0.00569421,0.15300712,0.051631548,cat,0.9939258694648744,7.166417e-07,1.0578241e-05,0.00028445493,0.99392587,7.6976066e-05,0.0005791364,0.004924806,0.0001631577,5.238432e-06,2.917322e-05
B14,truck,truck,0.2364711314439773,0.030089559,0.107646205,0.05867191,0.08103456,0.1329475,0.06288161,0.08725133,0.05497847,0.14802773,0.23647113,automobile,0.4741683006286621,0.13166903,0.4741683,0.000963623,0.020258147,0.03798262,0.06088222,0.00084543135,0.00599657,0.1849647,0.08226935,deer,0.4706628620624542,0.20274739,0.2947349,3.248016e-08,3.970339e-05,0.47066286,0.0037784954,8.378125e-09,2.1022229e-06,0.0277845,0.00025003316
B16,frog,frog,0.3417585790157318,0.0038359028,0.044793673,0.09708601,0.17194621,0.06240544,0.079772964,0.34175858,0.05395524,0.070493005,0.073953025,frog,0.4226090610027313,0.03528681,0.03381103,0.097654544,0.14327268,0.011631313,0.012038666,0.42260906,0.0012441247,0.20420244,0.038249362,frog,0.9974886178970336,0.0008734135,0.00017265705,7.585309e-05,0.0012271899,0.0001004618,2.1830318e-05,0.9974886,2.1038056e-06,2.4549015e-06,3.531212e-05
B18,horse,frog,0.2455202490091323,0.0137354415,0.05140493,0.11108227,0.13970798,0.07722549,0.10782264,0.24552025,0.070142776,0.096233785,0.08712442,dog,0.3310874104499817,0.027003728,0.002454475,0.089626744,0.23814428,0.009144164,0.3310874,0.218002,0.023984887,0.04595831,0.01459395,dog,0.8587720990180969,7.072074e-05,3.1451256e-07,0.00063001935,0.10102464,0.00030801666,0.8587721,0.037885197,0.0013043988,2.1683202e-06,2.3851637e-06
B1C,horse,airplane,0.1637741923332214,0.16377419,0.08736913,0.11565302,0.08818352,0.055667397,0.16352956,0.066645585,0.07841666,0.09110927,0.08965162,dog,0.2630273103713989,0.19404715,0.0128239095,0.22091785,0.023798812,0.036445603,0.2630273,0.018560171,0.002283023,0.09374694,0.13434924,dog,0.976812183856964,0.00018598718,1.0261289e-06,0.01801893,0.00088357006,0.0021096817,0.9768122,0.0002847478,3.068629e-07,0.0015826371,0.00012088009
B1G,dog,frog,0.1859940141439438,0.025184497,0.056794398,0.103951365,0.14350575,0.08809869,0.16657698,0.18599401,0.1213854,0.053539384,0.05496962,dog,0.4073473513126373,0.01583279,0.008912009,0.072627164,0.14709018,0.046031043,0.40734735,0.10809776,0.17660287,0.0042318534,0.013227025,horse,0.5455161333084106,2.9825978e-05,0.0013203102,0.053042274,0.060699802,0.023654763,0.28716806,0.028508047,0.54551613,3.07543e-07,6.042103e-05
B1T,bird,frog,0.2028838247060775,0.016351743,0.049552865,0.10133206,0.12079538,0.10426902,0.11927701,0.20288382,0.15340272,0.055377834,0.076757535,horse,0.2838340103626251,0.006123986,0.0053379145,0.10652397,0.07424915,0.16234854,0.25337452,0.103433065,0.283834,0.004081464,0.00069337554,deer,0.9927865862846376,3.409034e-07,1.4194411e-06,0.0053175264,6.395086e-05,0.9927866,3.6928428e-05,0.0004142941,0.0013788044,8.4514575e-08,5.8624767e-12
B1W,truck,truck,0.4234396815299988,0.034081735,0.07985379,0.055935487,0.056429513,0.080240265,0.021275574,0.06206999,0.07966268,0.10701128,0.42343968,truck,0.9166878461837769,0.00028342265,0.042496175,0.001103127,0.012114592,0.006038231,0.0009109951,0.01036762,0.001979598,0.008018298,0.91668785,truck,0.9576990008354188,8.1693386e-08,0.032306403,0.0021514571,0.00045191447,0.00027246523,0.00016625441,0.0061338576,0.0008177419,8.4833255e-07,0.957699
B1Y,deer,truck,0.1447829008102417,0.059271816,0.09533547,0.102050126,0.11187596,0.069524094,0.07142874,0.12280758,0.08078194,0.1421413,0.1447829,ship,0.5852553844451904,0.13430701,0.10616674,0.037391722,0.031080455,0.020709502,0.0130416285,0.039214846,0.0034331575,0.5852554,0.02939947,ship,0.92404705286026,0.0026024613,0.00014833227,0.00031493322,0.0046241647,0.0029220937,0.00019310765,0.06512659,2.9630246e-06,0.92404705,1.8289613e-05
B20,cat,dog,0.2984996140003204,0.06584118,0.028763808,0.12830083,0.1458884,0.027705183,0.2984996,0.1294206,0.12901217,0.030490115,0.016078116,bird,0.3647685050964355,0.005515088,0.0012436374,0.3647685,0.22610898,0.002973255,0.1333322,0.25604025,0.0051416005,0.0032597752,0.0016167659,cat,0.6330503225326538,7.633273e-06,1.3311685e-09,0.13057368,0.6330503,4.426531e-05,0.14146724,0.094855234,1.022495e-06,5.9437076e-07,1.4070887e-09
B22,bird,frog,0.2203417122364044,0.0072845747,0.03943046,0.1278787,0.11428564,0.0743148,0.05979233,0.22034171,0.18783166,0.04501977,0.12382032,bird,0.4888848960399627,0.0015350237,0.043921094,0.4888849,0.0737567,0.057780918,0.0634043,0.17607456,0.052174233,0.02186328,0.02060506,bird,0.4841752350330353,8.212485e-06,0.047056425,0.48417524,0.0004942394,0.07939083,0.0061299587,0.051293097,0.33087435,5.0343275e-05,0.000527296
B26,cat,airplane,0.1917522698640823,0.19175227,0.06243252,0.089752115,0.07539321,0.05815689,0.0967219,0.065390795,0.15749232,0.086184904,0.11672302,frog,0.4236655235290527,0.09621703,0.0072662607,0.142295,0.16563894,0.006783889,0.058834128,0.42366552,0.0016953077,0.019969618,0.07763436,frog,0.7916096448898315,0.0046438174,4.098162e-05,0.20179626,0.00085046043,2.9290798e-06,0.00025909435,0.79160964,3.20423e-08,6.476477e-08,0.00079670816
B28,airplane,airplane,0.2823235392570495,0.28232354,0.062203154,0.12561335,0.06780246,0.016193042,0.053106643,0.053976215,0.07367753,0.15948762,0.105616406,airplane,0.6894007921218872,0.6894008,0.00639754,0.01078645,0.0024164864,0.0023167096,0.0016035178,0.00046887028,1.3353508e-05,0.25839996,0.028196318,ship,0.9984728693962096,0.0013291176,3.3877336e-07,0.00014023554,1.6348113e-05,3.3618286e-05,1.3425376e-06,3.047292e-06,5.904225e-12,0.99847287,3.0294686e-06
B2A,bird,airplane,0.2203303128480911,0.22033031,0.08082403,0.09039837,0.0619963,0.036625948,0.07098918,0.054249622,0.05296438,0.19004549,0.14157633,airplane,0.341292142868042,0.34129214,0.0375046,0.04965097,0.006342444,0.02036416,0.078124724,0.012186301,0.0020432163,0.27132726,0.18116418,dog,0.9681467413902284,0.00071883656,0.013186906,0.0046656528,0.0006077172,0.009239803,0.96814674,0.0025201445,2.1314221e-05,0.00048960664,0.00040339562
B2C,deer,truck,0.1885399669408798,0.048350606,0.056487564,0.08699961,0.07662698,0.09928811,0.06498516,0.10758116,0.18416336,0.08697746,0.18853997,horse,0.3547035157680511,0.009335336,0.0042450223,0.0144754425,0.025584245,0.2929392,0.14706509,0.06822229,0.35470352,0.023495506,0.059934385,horse,0.8930459022521973,5.24269e-09,5.773805e-09,4.2016146e-07,1.4682904e-06,0.0055241385,0.10138241,4.2543623e-05,0.8930459,2.271668e-06,7.7957935e-07
B2E,frog,truck,0.2521017789840698,0.018313218,0.081592664,0.0920054,0.077141196,0.1298544,0.042221207,0.11878299,0.09459632,0.093390875,0.25210178,deer,0.346889317035675,0.04459307,0.0212524,0.22776076,0.053094007,0.34688932,0.104253486,0.107001185,0.027984887,0.056451533,0.010719364,deer,0.9171700477600098,2.550688e-05,3.896344e-07,0.080872536,0.00021329986,0.91717005,0.00014831587,0.0015162653,3.8634684e-05,1.5041556e-05,9.972033e-09
B2G,dog,bird,0.1465704143047332,0.05488363,0.08015011,0.14657041,0.1005387,0.072535746,0.08828589,0.117309846,0.09830354,0.10253522,0.13888696,bird,0.2277838885784149,0.045666512,0.13428986,0.22778389,0.1619063,0.035173792,0.086395495,0.045892544,0.03733461,0.090798676,0.13475835,dog,0.544135570526123,0.00039765425,0.060593378,0.117636584,0.077098526,0.00018572812,0.5441356,0.0049971743,0.17249365,0.015099154,0.0073626447
B2M,bird,horse,0.2447588443756103,0.053070083,0.04273568,0.13352904,0.09649054,0.06848219,0.15657246,0.11559819,0.24475884,0.036825858,0.05193711,horse,0.3975398540496826,0.019276993,0.002417285,0.179432,0.030264378,0.07654416,0.28346825,0.009131791,0.39753985,0.0016511733,0.00027409327,horse,0.723235011100769,4.6132746e-07,2.588602e-07,0.08063027,0.0021772226,0.0087577645,0.18477516,0.0004233758,0.723235,5.690905e-07,5.2131063e-11
B2P,bird,horse,0.2167879343032837,0.02764034,0.028876355,0.11904846,0.1429774,0.053105887,0.1866845,0.17012548,0.21678793,0.024573643,0.03018004,deer,0.2385496497154235,0.010036267,0.0028850664,0.16408382,0.12221868,0.23854965,0.081278905,0.21604657,0.15534507,0.0069985203,0.0025574975,deer,0.7299262881278992,6.362474e-07,4.3728434e-09,0.037734922,5.5444187e-05,0.7299263,4.7255664e-05,0.0003777071,0.23185761,4.479594e-08,3.8685086e-11
B2R,horse,frog,0.2399679571390152,0.012318118,0.0345513,0.118941896,0.11778233,0.092828944,0.15966181,0.23996796,0.12134235,0.047484796,0.055120524,frog,0.2899077236652374,0.0013251452,0.00015264966,0.27799416,0.06483055,0.06851393,0.12807184,0.28990772,0.16726333,0.0005420444,0.0013986597,bird,0.6540389060974121,3.3367094e-08,2.208436e-08,0.6540389,0.0010601343,0.02973393,0.0076755565,0.0026464057,0.304845,5.534725e-10,2.6248294e-08
B2Y,airplane,truck,0.3921409547328949,0.059234474,0.051637016,0.058511674,0.047067013,0.05461885,0.0140617285,0.05813885,0.15058847,0.11400093,0.39214095,airplane,0.5136410593986511,0.51364106,0.030765751,0.003075063,0.02012846,0.008905893,0.0077551194,0.0029137775,0.0034222004,0.14055073,0.26884195,airplane,0.5796495079994202,0.5796495,0.3634324,1.3383191e-06,0.00611545,0.002955713,5.486179e-05,0.00857642,5.7947367e-05,0.0009858449,0.038170513
B30,truck,truck,0.4431897103786468,0.019974448,0.07524597,0.051170904,0.05153502,0.08617779,0.018271528,0.06905759,0.054571886,0.13080508,0.4431897,truck,0.8507776260375977,0.0044098548,0.08370395,0.001330833,0.0038250976,0.0032105497,0.0015080149,0.0012067811,0.0005802341,0.049447082,0.8507776,truck,0.7948817610740662,1.1285506e-08,0.20493974,1.7072196e-06,7.606802e-10,7.0750167e-07,1.3879617e-07,1.7262609e-07,4.816811e-07,0.00017529617,0.79488176
B34,horse,truck,0.2158817797899246,0.04420253,0.060789697,0.06473696,0.08453574,0.09773011,0.04379727,0.11834289,0.15186238,0.11812061,0.21588178,cat,0.2837022840976715,0.034391318,0.0126123065,0.016260676,0.28370228,0.05407288,0.016348459,0.16830216,0.03863071,0.11240812,0.26327115,frog,0.4793318808078766,0.0008718283,0.06627534,0.0008335101,0.04299992,0.031622022,0.04343249,0.47933188,0.10653684,0.0011245478,0.22697164
B38,cat,horse,0.2033108621835708,0.025812566,0.04145051,0.09407269,0.15076657,0.06703792,0.14570509,0.18577324,0.20331086,0.03917936,0.046891127,cat,0.3942441046237945,0.006956459,0.009549243,0.044059347,0.3942441,0.02569863,0.13002776,0.33970234,0.04025636,0.005298887,0.0042068567,frog,0.710936427116394,6.050937e-05,0.0020566897,0.0001259746,0.0046483898,0.05330072,0.0014188325,0.7109364,0.22745237,4.05464e-10,2.2554165e-07
B3A,truck,truck,0.5256789922714233,0.019701976,0.06440468,0.039029155,0.040148165,0.080682695,0.011734386,0.04938843,0.072997585,0.09623383,0.525679,truck,0.921857476234436,0.0033184318,0.041494377,0.00032333046,0.007406961,0.0041791243,0.00106467,0.00050078065,0.0012766583,0.018578218,0.9218575,truck,0.9993409514427184,2.5556554e-07,0.0006035228,4.84157e-07,1.5153473e-05,2.876156e-05,4.4157955e-06,6.758503e-08,4.107959e-06,2.2922459e-06,0.99934095
B3J,truck,truck,0.2497867345809936,0.057843298,0.09689893,0.07845703,0.093538344,0.08431021,0.05343978,0.091392525,0.097468935,0.09686415,0.24978673,truck,0.789268434047699,0.027526861,0.12764598,0.0033206136,0.0067024534,0.004794515,0.0022968615,0.0032455332,0.0014084561,0.033790313,0.78926843,truck,0.958911120891571,0.0024219025,0.03804458,0.000112409,1.2072888e-06,1.1864945e-06,1.3867149e-06,5.8716647e-05,1.0735314e-05,0.0004368249,0.9589111
B3M,frog,truck,0.260323017835617,0.044080608,0.07655414,0.071520075,0.07971646,0.1027972,0.038117565,0.09171042,0.15391743,0.08126312,0.26032302,frog,0.3635897934436798,0.0023293924,0.120456696,0.012194756,0.17321603,0.06064325,0.0042067566,0.3635898,0.018603541,0.051059783,0.19370002,frog,0.9943972826004028,6.222096e-07,0.001562141,0.0002793149,0.0019384775,0.0003028851,7.1551374e-05,0.9943973,0.0013507141,4.1981085e-07,9.6662865e-05
B3P,cat,dog,0.2807543873786926,0.009248005,0.0350686,0.10422283,0.19274296,0.041782226,0.2807544,0.22429876,0.049825188,0.04098682,0.02107019,dog,0.543544352054596,0.026284695,0.005651581,0.041785926,0.30884114,0.0065880166,0.54354435,0.033313166,0.0096910475,0.023290286,0.0010097767,dog,0.9950106143951416,1.208933e-08,9.3673185e-09,1.1873532e-07,0.0035195372,0.0011064839,0.9950106,0.00014590946,0.00021725504,2.3175623e-08,7.0099775e-13
B3W,frog,truck,0.2041917890310287,0.00873337,0.0725668,0.10740347,0.08901228,0.08443662,0.04372605,0.18912117,0.042005554,0.15880288,0.20419179,ship,0.5364476442337036,0.06197343,0.033062175,0.17360115,0.018257339,0.0040707076,0.02737576,0.10832726,0.00022572873,0.53644764,0.036658816,frog,0.8701028227806091,0.009117812,0.012969508,0.07251602,0.00014863751,1.3731437e-05,0.014246854,0.8701028,1.0281483e-06,0.0014303555,0.019453289
B3Y,bird,dog,0.1577177196741104,0.11829905,0.059533555,0.09097949,0.09415573,0.08378654,0.15771772,0.09701673,0.14016464,0.077917695,0.08042886,frog,0.5800157189369202,0.032616716,0.002130566,0.10755715,0.20011328,0.027881645,0.032949906,0.5800157,0.005952555,0.008957345,0.0018250429,frog,0.8780205845832825,0.024952088,0.00020622142,0.070726424,0.009680163,0.013196963,0.0031463401,0.8780206,4.1307227e-05,1.620687e-05,1.3633686e-05
B40,horse,frog,0.1725999861955642,0.019004738,0.06192771,0.104766846,0.10634478,0.118818775,0.071075685,0.17259999,0.13299018,0.07242516,0.14004616,horse,0.2185265868902206,0.068380155,0.014214529,0.18802224,0.048461694,0.20289302,0.09261942,0.101266965,0.21852659,0.053635355,0.011980031,deer,0.7890176773071289,0.0010224956,0.00063365226,0.019320548,8.628274e-05,0.7890177,0.012076409,0.008012686,0.16978455,4.043628e-05,5.23327e-06
B42,horse,frog,0.2938231229782104,0.0036340384,0.041476626,0.07676561,0.1743326,0.0690758,0.11515613,0.29382312,0.121074446,0.031827897,0.072833695,dog,0.273352175951004,0.074060954,0.20772563,0.029283864,0.08353601,0.029063063,0.27335218,0.08423675,0.048394386,0.018189594,0.15215762,frog,0.6540945172309875,0.00046507258,0.02977696,0.0004255693,0.00030060724,0.00083694386,0.2911594,0.6540945,0.020629395,8.837389e-07,0.0023106502
B46,truck,truck,0.3884142339229584,0.08702224,0.07982064,0.042177167,0.05128546,0.0562684,0.018290723,0.04340361,0.098260894,0.1350566,0.38841423,truck,0.931728184223175,0.0051233126,0.0146826655,0.00012363655,0.0012888693,0.0011768317,0.0002831767,0.00027480946,0.0003237394,0.044994727,0.9317282,truck,0.9871901869773864,2.9102242e-05,0.0011184762,2.4935555e-06,4.242249e-07,3.855555e-06,4.045661e-08,4.0331102e-08,1.5817892e-07,0.011655177,0.9871902
B48,cat,airplane,0.2129530161619186,0.21295302,0.075729266,0.07137582,0.05283026,0.06561996,0.05962052,0.04247443,0.11457993,0.103008546,0.20180817,ship,0.5424787998199463,0.23809981,0.024962328,0.03162825,0.027131889,0.04489707,0.024499582,0.014716388,0.0010739769,0.5424788,0.050511952,ship,0.9633738994598388,0.006753636,0.004724867,0.00087519607,0.0007090417,0.018983249,0.0018484661,0.00017272052,7.379883e-08,0.9633739,0.002558786
B4E,automobile,frog,0.297868937253952,0.0026255245,0.0495093,0.10400671,0.13851938,0.08732362,0.07162394,0.29786894,0.07919142,0.05045092,0.11888024,automobile,0.3726899325847626,0.053192172,0.37268993,0.21263614,0.10786712,0.015800698,0.022360126,0.11262615,0.009435003,0.033427723,0.059964936,automobile,0.9962791800498962,3.2755936e-05,0.9962792,4.438472e-05,0.00033396398,8.673327e-06,3.9603456e-06,0.0020574022,3.308508e-05,5.312763e-07,0.0012061021
B4M,cat,horse,0.3309623301029205,0.075037934,0.035917442,0.121797144,0.09311697,0.04846325,0.08768298,0.106500775,0.33096233,0.042228248,0.05829292,horse,0.2776255905628204,0.20519081,0.0024772794,0.24255767,0.06819809,0.053905163,0.11034968,0.026766833,0.2776256,0.011661911,0.0012669689,deer,0.3707823455333709,0.028277757,3.158915e-05,0.17781074,0.0018416136,0.37078235,0.0007199513,0.15858074,0.26190245,5.2518273e-05,2.815326e-07
B4P,airplane,horse,0.1579630672931671,0.08001557,0.07164179,0.12947105,0.11072629,0.07538779,0.103923775,0.11722502,0.15796307,0.067886084,0.08575956,bird,0.3334757089614868,0.12610409,0.023903599,0.3334757,0.071795106,0.08227585,0.16422957,0.11196324,0.03356264,0.037152283,0.015537908,frog,0.6788723468780518,0.09018752,0.000133074,0.17878379,0.0066369483,0.032866143,0.0114368955,0.67887235,0.0008670922,0.0002115057,4.6615755e-06
B4R,airplane,truck,0.2973715364933014,0.047112536,0.12984718,0.05070773,0.07050601,0.11669688,0.0423607,0.058048304,0.039783545,0.1475656,0.29737154,ship,0.3713056147098541,0.06399064,0.15919952,0.0010969959,0.0083264895,0.0503649,0.006747628,0.0010724356,0.00023179373,0.3713056,0.33766404,ship,0.8510352969169617,0.006785747,0.0005549915,8.429918e-06,5.170157e-06,0.12704034,1.7271987e-06,1.4782285e-09,2.556906e-11,0.8510353,0.014568399
B4T,ship,truck,0.2652271091938019,0.045565903,0.0983487,0.09145121,0.066690475,0.06493348,0.033687603,0.090333246,0.05270213,0.19106016,0.2652271,ship,0.7042654752731323,0.06574196,0.064465724,0.019769507,0.0062675383,0.0018539259,0.004402902,0.01657172,0.0009326625,0.7042655,0.11572861,ship,0.9936293959617616,0.0037480944,6.518375e-05,8.110617e-05,7.8715135e-07,4.2812168e-08,4.4333274e-06,0.0003806815,2.0233811e-07,0.9936294,0.0020900767
B50,automobile,airplane,0.2916291356086731,0.29162914,0.093727864,0.057388157,0.03953807,0.023816528,0.02488376,0.02034728,0.045513406,0.14445543,0.25870037,airplane,0.8655242323875427,0.86552423,0.023862584,0.000836138,9.831797e-05,0.00032766658,0.0003537444,2.0251693e-05,1.1789445e-05,0.027384475,0.081580795,airplane,0.9942581653594972,0.99425817,0.003938629,1.5983647e-05,2.5810136e-09,2.2900942e-06,7.1993787e-12,3.4456435e-10,1.2752085e-13,3.985995e-05,0.0017451586
B54,frog,truck,0.2592291235923767,0.010625321,0.08385394,0.059222165,0.09504591,0.108752936,0.031059545,0.15583082,0.06999536,0.12638488,0.25922912,ship,0.3691616654396057,0.08837202,0.1823369,0.018379679,0.08589856,0.045645576,0.013752608,0.07104043,0.006674299,0.36916167,0.118738286,frog,0.9456538558006288,0.0047443896,0.00034654402,0.00042513025,0.009561122,0.00033746037,0.001196624,0.94565386,0.00051411486,0.004502689,0.03271799
B58,deer,dog,0.3066386580467224,0.01089739,0.025320776,0.08859583,0.13890357,0.07400073,0.30663866,0.21322986,0.09586424,0.024513025,0.022035949,frog,0.7315648198127747,0.00025208216,8.827924e-05,0.06788769,0.046228737,0.059782933,0.06921815,0.7315648,0.02403985,0.00018120772,0.000756284,frog,0.9092673659324646,1.5981772e-08,1.7893822e-08,0.03395091,9.253661e-05,0.046945084,0.009723565,0.90926737,2.0577296e-05,1.06445616e-10,7.113839e-10
B5C,ship,ship,0.2708804011344909,0.10710617,0.083147444,0.08339895,0.049756914,0.040847134,0.02669118,0.05320335,0.041962367,0.2708804,0.24300608,ship,0.7967506647109985,0.08519933,0.010738176,0.031134844,0.0029041173,0.0025847878,0.0011539723,0.0029635883,0.00026591984,0.79675066,0.066304594,ship,0.9983339905738832,6.9499336e-05,0.00033753703,0.00017386279,4.061334e-08,1.6499133e-07,9.01039e-09,5.9861225e-07,3.3013325e-11,0.998334,0.0010843547
